
IMPORTANT: The MATLAB Academic site license is available to employees and
enrolled students of the KIT and the universities of Baden-Wuerttemberg
(Freiburg, Heidelberg, Hohenheim, Konstanz, Mannheim, Stuttgart, Tuebingen, Ulm).
The license is available for teaching or research only.
Commercial applications are not permitted.


                            < M A T L A B (R) >
                  Copyright 1984-2018 The MathWorks, Inc.
                   R2018b (9.5.0.944444) 64-bit (glnxa64)
                              August 28, 2018

 
To get started, type doc.
For product information, visit www.mathworks.com.
 
Training on single CPU.
[Warning: dialog is no longer supported when MATLAB is started with the
-nodisplay or -noFigureWindows option or there is no display. For more
information, see "Changes to -nodisplay and -noFigureWindows Startup Options"
in the MATLAB Release Notes. To view the release note in your system browser,
run web('www.mathworks.com/help/matlab/release-notes.html#br5ktrh-3',
'-browser')] 
[> In warnfiguredialog (line 21)
  In dialog (line 39)
  In nnet.internal.cnn.ui.DialogFactory/createWaitDialog (line 8)
  In nnet.internal.cnn.ui.PreprocessingDisplayerDialog/displayPreprocessing (line 21)
  In nnet.internal.cnn.ui.TrainingPlotPresenterWithDialog/showPreprocessingStage (line 113)
  In nnet.internal.cnn.util.TrainingPlotReporter/setup (line 69)
  In nnet.internal.cnn.util.VectorReporter/computeAndReport (line 56)
  In nnet.internal.cnn.util.VectorReporter/setup (line 12)
  In nnet.internal.cnn.Trainer/initializeNetworkNormalizations (line 127)
  In trainNetwork>doTrainNetwork (line 213)
  In trainNetwork (line 148)
  In train_deepstorm (line 46)
  In run (line 91)] 
Initializing image normalization.
|========================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Mini-batch  |  Base Learning  |
|       9 |        1300 |       00:36:34 |       389.72 |      75942.0 |          0.0010 |
|       9 |        1350 |       00:37:55 |       319.45 |      51024.6 |          0.0010 |
|       9 |        1400 |       00:39:16 |       283.17 |      40093.3 |          0.0010 |
|      10 |        1450 |       00:40:37 |       293.63 |      43109.2 |          0.0010 |
|      10 |        1500 |       00:41:59 |       244.42 |      29871.6 |          0.0010 |
|      10 |        1550 |       00:43:20 |       287.86 |      41432.6 |          0.0010 |
|      11 |        1600 |       00:44:41 |       318.21 |      50629.9 |          0.0010 |
|      11 |        1650 |       00:46:04 |       262.42 |      34432.4 |          0.0010 |
|      11 |        1700 |       00:47:27 |       274.03 |      37545.5 |          0.0010 |
|      12 |        1750 |       00:48:51 |       295.35 |      43616.2 |          0.0010 |
|      12 |        1800 |       00:50:14 |       262.16 |      34365.0 |          0.0010 |
|      12 |        1850 |       00:51:38 |       212.40 |      22556.6 |          0.0010 |
|      13 |        1900 |       00:53:02 |       257.04 |      33034.4 |          0.0010 |
|      13 |        1950 |       00:54:25 |       262.88 |      34551.9 |          0.0010 |
|      13 |        2000 |       00:55:49 |       245.43 |      30118.2 |          0.0010 |
|      14 |        2050 |       00:57:12 |       270.16 |      36492.7 |          0.0010 |
|      14 |        2100 |       00:58:36 |       229.94 |      26437.0 |          0.0010 |
|      14 |        2150 |       00:59:59 |       202.03 |      20408.0 |          0.0010 |
|      15 |        2200 |       01:01:22 |       294.11 |      43251.1 |          0.0010 |
|      15 |        2250 |       01:02:46 |       261.67 |      34236.3 |          0.0010 |
|      15 |        2300 |       01:04:13 |       204.91 |      20993.5 |          0.0010 |
|      16 |        2350 |       01:05:39 |       207.51 |      21530.2 |          0.0010 |
|      16 |        2400 |       01:07:03 |       214.73 |      23054.3 |          0.0010 |
|      16 |        2450 |       01:08:26 |       222.45 |      24742.3 |          0.0010 |
|      17 |        2500 |       01:09:51 |       217.49 |      23651.1 |          0.0010 |
|      17 |        2550 |       01:11:15 |       147.43 |      10867.4 |          0.0010 |
|      17 |        2600 |       01:12:39 |       208.23 |      21679.8 |          0.0010 |
|      17 |        2650 |       01:14:03 |       177.77 |      15800.9 |          0.0010 |
|      18 |        2700 |       01:15:27 |       143.82 |      10342.4 |          0.0010 |
|      18 |        2750 |       01:16:51 |       173.82 |      15106.1 |          0.0010 |
|      18 |        2800 |       01:18:14 |       152.39 |      11611.6 |          0.0010 |
|      19 |        2850 |       01:19:38 |       159.03 |      12645.4 |          0.0010 |
|      19 |        2900 |       01:21:01 |       112.47 |       6325.2 |          0.0010 |
|      19 |        2950 |       01:22:24 |       159.37 |      12698.6 |          0.0010 |
|      20 |        3000 |       01:23:47 |       176.58 |      15590.6 |          0.0010 |
|      20 |        3050 |       01:25:11 |       154.82 |      11984.4 |          0.0010 |
|      20 |        3100 |       01:26:34 |       130.35 |       8495.4 |          0.0010 |
|      21 |        3150 |       01:27:58 |       147.65 |      10899.6 |          0.0010 |
|      21 |        3200 |       01:29:21 |       153.77 |      11823.4 |          0.0010 |
|      21 |        3250 |       01:30:44 |       129.13 |       8337.0 |          0.0010 |
|      22 |        3300 |       01:32:08 |       121.29 |       7355.3 |          0.0010 |
|      22 |        3350 |       01:33:32 |       156.64 |      12267.3 |          0.0010 |
|      22 |        3400 |       01:34:55 |       134.19 |       9003.3 |          0.0010 |
|      23 |        3450 |       01:36:18 |       150.39 |      11308.5 |          0.0010 |
|      23 |        3500 |       01:37:42 |       155.20 |      12044.3 |          0.0010 |
|      23 |        3550 |       01:39:05 |       143.07 |      10235.2 |          0.0010 |
|      24 |        3600 |       01:40:27 |       157.65 |      12426.5 |          0.0010 |
|      24 |        3650 |       01:41:48 |       140.39 |       9854.3 |          0.0010 |
|      24 |        3700 |       01:43:09 |       137.77 |       9490.8 |          0.0010 |
|      25 |        3750 |       01:44:29 |       148.12 |      10969.3 |          0.0010 |
|      25 |        3800 |       01:45:51 |       157.44 |      12393.9 |          0.0010 |
|      25 |        3850 |       01:47:11 |       133.46 |       8905.8 |          0.0010 |
|      25 |        3900 |       01:48:32 |       122.63 |       7519.6 |          0.0010 |
|      26 |        3950 |       01:49:53 |       120.76 |       7291.2 |          0.0010 |
|      26 |        4000 |       01:51:14 |       108.39 |       5874.0 |          0.0010 |
|      26 |        4050 |       01:52:35 |       138.50 |       9591.1 |          0.0010 |
|      27 |        4100 |       01:53:58 |       100.65 |       5065.6 |          0.0010 |
|      27 |        4150 |       01:55:21 |       136.56 |       9324.3 |          0.0010 |
|      27 |        4200 |       01:56:40 |       118.54 |       7026.3 |          0.0010 |
|      28 |        4250 |       01:58:01 |       122.57 |       7511.5 |          0.0010 |
|      28 |        4300 |       01:59:23 |       150.77 |      11365.9 |          0.0010 |
|      28 |        4350 |       02:00:45 |       138.85 |       9640.0 |          0.0010 |
|      29 |        4400 |       02:02:08 |       111.54 |       6220.9 |          0.0010 |
|      29 |        4450 |       02:03:32 |       105.42 |       5556.2 |          0.0010 |
|      29 |        4500 |       02:04:56 |       108.05 |       5837.4 |          0.0010 |
|      30 |        4550 |       02:06:19 |       146.77 |      10770.5 |          0.0010 |
|      30 |        4600 |       02:07:43 |       145.96 |      10652.7 |          0.0010 |
|      30 |        4650 |       02:09:10 |        86.99 |       3784.0 |          0.0010 |
|      31 |        4700 |       02:10:36 |        92.96 |       4321.0 |          0.0010 |
|      31 |        4750 |       02:12:00 |       145.03 |      10516.7 |          0.0010 |
|      31 |        4800 |       02:13:24 |       132.62 |       8793.8 |          0.0010 |
|      32 |        4850 |       02:14:48 |       159.18 |      12669.0 |          0.0010 |
|      32 |        4900 |       02:16:11 |       130.46 |       8509.3 |          0.0010 |
|      32 |        4950 |       02:17:35 |       113.33 |       6421.8 |          0.0010 |
|      33 |        5000 |       02:18:59 |       150.36 |      11303.7 |          0.0010 |
|      33 |        5050 |       02:20:25 |       132.13 |       8729.7 |          0.0010 |
|      33 |        5100 |       02:21:49 |       149.42 |      11163.5 |          0.0010 |
|      34 |        5150 |       02:23:13 |       175.18 |      15344.1 |          0.0010 |
|      34 |        5200 |       02:24:39 |       172.54 |      14885.3 |          0.0010 |
|      34 |        5250 |       02:26:05 |       161.60 |      13057.8 |          0.0010 |
|      34 |        5300 |       02:27:27 |       114.41 |       6544.7 |          0.0010 |
|      35 |        5350 |       02:28:52 |       143.68 |      10321.8 |          0.0010 |
|      35 |        5400 |       02:30:16 |       111.05 |       6166.2 |          0.0010 |
|      35 |        5450 |       02:31:39 |       108.86 |       5925.8 |          0.0010 |
|      36 |        5500 |       02:33:03 |        80.22 |       3217.8 |          0.0010 |
|      36 |        5550 |       02:34:28 |       180.78 |      16339.9 |          0.0010 |
|      36 |        5600 |       02:35:53 |       127.30 |       8102.4 |          0.0010 |
|      37 |        5650 |       02:37:17 |       106.90 |       5713.7 |          0.0010 |
|      37 |        5700 |       02:38:42 |       115.78 |       6702.2 |          0.0010 |
|      37 |        5750 |       02:40:06 |        68.27 |       2330.3 |          0.0010 |
|      38 |        5800 |       02:41:29 |        88.74 |       3937.5 |          0.0010 |
|      38 |        5850 |       02:42:53 |       116.85 |       6827.4 |          0.0010 |
|      38 |        5900 |       02:44:17 |       111.82 |       6251.9 |          0.0010 |
|      39 |        5950 |       02:45:40 |       110.80 |       6138.1 |          0.0010 |
|      39 |        6000 |       02:47:03 |        76.20 |       2903.5 |          0.0010 |
|      39 |        6050 |       02:48:27 |        90.66 |       4109.3 |          0.0010 |
|      40 |        6100 |       02:49:50 |       108.93 |       5933.2 |          0.0010 |
|      40 |        6150 |       02:51:15 |       120.32 |       7238.5 |          0.0010 |
|      40 |        6200 |       02:52:38 |       124.22 |       7715.0 |          0.0010 |
|      41 |        6250 |       02:54:04 |        60.70 |       1842.2 |          0.0010 |
|      41 |        6300 |       02:55:27 |       109.09 |       5950.3 |          0.0010 |
|      41 |        6350 |       02:56:52 |       153.55 |      11788.6 |          0.0010 |
|      42 |        6400 |       02:58:18 |       111.79 |       6248.7 |          0.0010 |
|      42 |        6450 |       02:59:43 |        67.65 |       2288.4 |          0.0010 |
|      42 |        6500 |       03:01:07 |       115.10 |       6623.5 |          0.0010 |
|      42 |        6550 |       03:02:31 |       125.78 |       7910.7 |          0.0010 |
|      43 |        6600 |       03:03:54 |        69.04 |       2383.5 |          0.0010 |
|      43 |        6650 |       03:05:18 |       114.78 |       6587.5 |          0.0010 |
|      43 |        6700 |       03:06:41 |       101.19 |       5119.6 |          0.0010 |
|      44 |        6750 |       03:08:05 |       106.89 |       5712.6 |          0.0010 |
|      44 |        6800 |       03:09:27 |        66.52 |       2212.7 |          0.0010 |
|      44 |        6850 |       03:10:49 |        98.49 |       4850.1 |          0.0010 |
|      45 |        6900 |       03:12:12 |       114.08 |       6507.0 |          0.0010 |
|      45 |        6950 |       03:13:34 |        89.17 |       3976.0 |          0.0010 |
|      45 |        7000 |       03:14:57 |        76.31 |       2911.3 |          0.0010 |
|      46 |        7050 |       03:16:19 |       117.37 |       6887.6 |          0.0010 |
|      46 |        7100 |       03:17:41 |       149.76 |      11214.2 |          0.0010 |
|      46 |        7150 |       03:19:03 |       130.34 |       8494.7 |          0.0010 |
|      47 |        7200 |       03:20:27 |       155.93 |      12157.3 |          0.0010 |
|      47 |        7250 |       03:21:51 |       164.09 |      13463.0 |          0.0010 |
|      47 |        7300 |       03:23:14 |       178.84 |      15991.2 |          0.0010 |
|      48 |        7350 |       03:24:37 |       146.76 |      10769.9 |          0.0010 |
|      48 |        7400 |       03:26:01 |       152.06 |      11560.7 |          0.0010 |
|      48 |        7450 |       03:27:25 |       133.87 |       8960.8 |          0.0010 |
|      49 |        7500 |       03:28:49 |       137.66 |       9475.5 |          0.0010 |
|      49 |        7550 |       03:30:12 |        86.98 |       3782.8 |          0.0010 |
|      49 |        7600 |       03:31:36 |       111.42 |       6207.3 |          0.0010 |
|      50 |        7650 |       03:33:00 |       102.01 |       5203.3 |          0.0010 |
|      50 |        7700 |       03:34:23 |       123.28 |       7599.3 |          0.0010 |
|      50 |        7750 |       03:35:47 |       108.76 |       5914.1 |          0.0010 |
|      50 |        7800 |       03:37:12 |       113.48 |       6438.8 |          0.0010 |
|      51 |        7850 |       03:38:37 |       111.70 |       6238.2 |          0.0010 |
|      51 |        7900 |       03:40:01 |        64.33 |       2069.0 |          0.0010 |
|      51 |        7950 |       03:41:29 |       130.69 |       8540.5 |          0.0010 |
|      52 |        8000 |       03:42:55 |        67.48 |       2276.6 |          0.0010 |
|      52 |        8050 |       03:44:20 |        99.91 |       4991.0 |          0.0010 |
|      52 |        8100 |       03:45:44 |        73.38 |       2691.9 |          0.0010 |
|      53 |        8150 |       03:47:07 |        89.22 |       3979.8 |          0.0010 |
|      53 |        8200 |       03:48:30 |        70.35 |       2474.7 |          0.0010 |
|      53 |        8250 |       03:49:55 |        97.78 |       4780.0 |          0.0010 |
|      54 |        8300 |       03:51:20 |       103.91 |       5398.9 |          0.0010 |
|      54 |        8350 |       03:52:45 |        60.41 |       1824.7 |          0.0010 |
|      54 |        8400 |       03:54:09 |        46.47 |       1079.7 |          0.0010 |
|      55 |        8450 |       03:55:34 |       122.64 |       7520.6 |          0.0010 |
|      55 |        8500 |       03:56:59 |        88.65 |       3929.0 |          0.0010 |
|      55 |        8550 |       03:58:25 |        57.75 |       1667.5 |          0.0010 |
|      56 |        8600 |       03:59:49 |        50.96 |       1298.7 |          0.0010 |
|      56 |        8650 |       04:01:12 |       104.95 |       5507.0 |          0.0010 |
|      56 |        8700 |       04:02:37 |        82.43 |       3397.5 |          0.0010 |
|      57 |        8750 |       04:04:01 |        70.63 |       2494.5 |          0.0010 |
|      57 |        8800 |       04:05:25 |        85.47 |       3652.8 |          0.0010 |
|      57 |        8850 |       04:06:49 |        76.85 |       2952.6 |          0.0010 |
|      58 |        8900 |       04:08:14 |        99.03 |       4903.5 |          0.0010 |
|      58 |        8950 |       04:09:37 |       117.40 |       6891.8 |          0.0010 |
|      58 |        9000 |       04:11:01 |        86.13 |       3709.3 |          0.0010 |
|      59 |        9050 |       04:12:25 |       113.91 |       6487.8 |          0.0010 |
|      59 |        9100 |       04:13:49 |       106.37 |       5657.2 |          0.0010 |
|      59 |        9150 |       04:15:13 |       111.24 |       6186.6 |          0.0010 |
|      59 |        9200 |       04:16:38 |        97.71 |       4773.8 |          0.0010 |
|      60 |        9250 |       04:18:02 |       122.65 |       7521.7 |          0.0010 |
|      60 |        9300 |       04:19:27 |        90.89 |       4130.4 |          0.0010 |
|      60 |        9350 |       04:20:51 |        73.24 |       2682.1 |          0.0010 |
|      61 |        9400 |       04:22:12 |        69.43 |       2410.6 |          0.0010 |
|      61 |        9450 |       04:23:34 |        96.48 |       4653.9 |          0.0010 |
|      61 |        9500 |       04:24:55 |       104.51 |       5461.4 |          0.0010 |
|      62 |        9550 |       04:26:20 |       100.25 |       5024.8 |          0.0010 |
|      62 |        9600 |       04:27:44 |        88.34 |       3901.7 |          0.0010 |
|      62 |        9650 |       04:29:05 |        78.46 |       3078.1 |          0.0010 |
|      63 |        9700 |       04:30:28 |       141.41 |       9997.7 |          0.0010 |
|      63 |        9750 |       04:31:50 |       177.44 |      15742.0 |          0.0010 |
|      63 |        9800 |       04:33:11 |       158.33 |      12534.6 |          0.0010 |
|      64 |        9850 |       04:34:34 |       137.99 |       9520.8 |          0.0010 |
|      64 |        9900 |       04:35:55 |       105.04 |       5516.7 |          0.0010 |
|      64 |        9950 |       04:37:17 |       115.24 |       6640.5 |          0.0010 |
|      65 |       10000 |       04:38:38 |       132.70 |       8804.8 |          0.0010 |
|      65 |       10050 |       04:40:00 |       129.57 |       8393.9 |          0.0010 |
|      65 |       10100 |       04:41:21 |       122.31 |       7480.2 |          0.0010 |
|      66 |       10150 |       04:42:43 |        84.70 |       3587.1 |          0.0010 |
|      66 |       10200 |       04:44:05 |       119.07 |       7088.6 |          0.0010 |
|      66 |       10250 |       04:45:27 |       150.82 |      11373.1 |          0.0010 |
|      67 |       10300 |       04:46:49 |       102.76 |       5279.5 |          0.0010 |
|      67 |       10350 |       04:48:12 |        64.15 |       2057.4 |          0.0010 |
|      67 |       10400 |       04:49:34 |       124.07 |       7696.5 |          0.0010 |
|      67 |       10450 |       04:50:58 |       139.72 |       9760.4 |          0.0010 |
|      68 |       10500 |       04:52:19 |        61.55 |       1894.4 |          0.0010 |
|      68 |       10550 |       04:53:44 |       132.73 |       8808.6 |          0.0010 |
|      68 |       10600 |       04:55:06 |       105.92 |       5610.0 |          0.0010 |
|      69 |       10650 |       04:56:28 |        89.86 |       4037.5 |          0.0010 |
|      69 |       10700 |       04:57:50 |        96.40 |       4646.9 |          0.0010 |
|      69 |       10750 |       04:59:13 |        50.34 |       1267.1 |          0.0010 |
|      70 |       10800 |       05:00:35 |       103.33 |       5339.1 |          0.0010 |
|      70 |       10850 |       05:01:58 |        50.81 |       1291.0 |          0.0010 |
|      70 |       10900 |       05:03:20 |        53.31 |       1420.9 |          0.0010 |
|      71 |       10950 |       05:04:43 |        84.66 |       3583.6 |          0.0010 |
|      71 |       11000 |       05:06:06 |        52.50 |       1377.9 |          0.0010 |
|      71 |       11050 |       05:07:29 |        43.79 |        958.8 |          0.0010 |
|      72 |       11100 |       05:08:53 |        76.73 |       2943.4 |          0.0010 |
|      72 |       11150 |       05:10:16 |        93.07 |       4330.8 |          0.0010 |
|      72 |       11200 |       05:11:38 |        60.10 |       1806.2 |          0.0010 |
|      73 |       11250 |       05:13:01 |        87.36 |       3816.2 |          0.0010 |
|      73 |       11300 |       05:14:24 |       103.03 |       5307.2 |          0.0010 |
|      73 |       11350 |       05:15:46 |       100.50 |       5050.5 |          0.0010 |
|      74 |       11400 |       05:17:14 |        96.17 |       4623.9 |          0.0010 |
|      74 |       11450 |       05:18:46 |        61.86 |       1913.6 |          0.0010 |
|      74 |       11500 |       05:20:17 |       126.48 |       7999.1 |          0.0010 |
|      75 |       11550 |       05:21:48 |        87.51 |       3829.0 |          0.0010 |
|      75 |       11600 |       05:23:20 |       110.46 |       6100.3 |          0.0010 |
|      75 |       11650 |       05:24:52 |        62.42 |       1947.8 |          0.0010 |
|      75 |       11700 |       05:26:24 |        82.47 |       3401.0 |          0.0010 |
|      76 |       11750 |       05:27:56 |        94.91 |       4503.5 |          0.0010 |
|      76 |       11800 |       05:29:28 |        61.91 |       1916.6 |          0.0010 |
|      76 |       11850 |       05:31:00 |       125.73 |       7904.5 |          0.0010 |
|      77 |       11900 |       05:32:31 |        71.79 |       2576.6 |          0.0010 |
|      77 |       11950 |       05:34:01 |        81.64 |       3332.5 |          0.0010 |
|      77 |       12000 |       05:35:29 |        53.80 |       1447.1 |          0.0010 |
|      78 |       12050 |       05:36:58 |        47.44 |       1125.2 |          0.0010 |
|      78 |       12100 |       05:38:27 |        64.56 |       2084.2 |          0.0010 |
|      78 |       12150 |       05:39:56 |        91.89 |       4221.8 |          0.0010 |
|      79 |       12200 |       05:41:28 |        81.09 |       3287.7 |          0.0010 |
|      79 |       12250 |       05:42:58 |        60.26 |       1815.6 |          0.0010 |
|      79 |       12300 |       05:44:29 |       105.81 |       5598.3 |          0.0010 |
|      80 |       12350 |       05:46:00 |       139.12 |       9676.6 |          0.0010 |
|      80 |       12400 |       05:47:31 |       143.77 |      10335.5 |          0.0010 |
|      80 |       12450 |       05:49:01 |       101.43 |       5143.7 |          0.0010 |
|      80 |       12480 |       05:49:56 |       118.85 |       7062.7 |          0.0010 |
|========================================================================================|
