
IMPORTANT: The MATLAB Academic site license is available to employees and
enrolled students of the KIT and the universities of Baden-Wuerttemberg
(Freiburg, Heidelberg, Hohenheim, Konstanz, Mannheim, Stuttgart, Tuebingen, Ulm).
The license is available for teaching or research only.
Commercial applications are not permitted.


                            < M A T L A B (R) >
                  Copyright 1984-2018 The MathWorks, Inc.
                   R2018b (9.5.0.944444) 64-bit (glnxa64)
                              August 28, 2018

 
To get started, type doc.
For product information, visit www.mathworks.com.
 
Training on single CPU.
[Warning: dialog is no longer supported when MATLAB is started with the
-nodisplay or -noFigureWindows option or there is no display. For more
information, see "Changes to -nodisplay and -noFigureWindows Startup Options"
in the MATLAB Release Notes. To view the release note in your system browser,
run web('www.mathworks.com/help/matlab/release-notes.html#br5ktrh-3',
'-browser')] 
[> In warnfiguredialog (line 21)
  In dialog (line 39)
  In nnet.internal.cnn.ui.DialogFactory/createWaitDialog (line 8)
  In nnet.internal.cnn.ui.PreprocessingDisplayerDialog/displayPreprocessing (line 21)
  In nnet.internal.cnn.ui.TrainingPlotPresenterWithDialog/showPreprocessingStage (line 113)
  In nnet.internal.cnn.util.TrainingPlotReporter/setup (line 69)
  In nnet.internal.cnn.util.VectorReporter/computeAndReport (line 56)
  In nnet.internal.cnn.util.VectorReporter/setup (line 12)
  In nnet.internal.cnn.Trainer/initializeNetworkNormalizations (line 127)
  In trainNetwork>doTrainNetwork (line 213)
  In trainNetwork (line 148)
  In train_deepstorm (line 46)
  In run (line 91)] 
Initializing image normalization.
|========================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Mini-batch  |  Base Learning  |
|       9 |        1300 |       00:36:01 |       389.72 |      75942.0 |          0.0010 |
|       9 |        1350 |       00:37:23 |       319.45 |      51024.6 |          0.0010 |
|       9 |        1400 |       00:38:46 |       283.17 |      40093.3 |          0.0010 |
|      10 |        1450 |       00:40:08 |       293.63 |      43109.2 |          0.0010 |
|      10 |        1500 |       00:41:29 |       244.42 |      29871.6 |          0.0010 |
|      10 |        1550 |       00:42:50 |       287.86 |      41432.6 |          0.0010 |
|      11 |        1600 |       00:44:11 |       318.21 |      50629.9 |          0.0010 |
|      11 |        1650 |       00:45:32 |       262.42 |      34432.4 |          0.0010 |
|      11 |        1700 |       00:46:52 |       274.03 |      37545.5 |          0.0010 |
|      12 |        1750 |       00:48:13 |       295.35 |      43616.2 |          0.0010 |
|      12 |        1800 |       00:49:33 |       262.16 |      34365.0 |          0.0010 |
|      12 |        1850 |       00:50:54 |       212.40 |      22556.6 |          0.0010 |
|      13 |        1900 |       00:52:15 |       257.04 |      33034.4 |          0.0010 |
|      13 |        1950 |       00:53:39 |       262.88 |      34551.9 |          0.0010 |
|      13 |        2000 |       00:55:02 |       245.43 |      30118.2 |          0.0010 |
|      14 |        2050 |       00:56:24 |       270.16 |      36492.7 |          0.0010 |
|      14 |        2100 |       00:57:47 |       229.94 |      26437.0 |          0.0010 |
|      14 |        2150 |       00:59:11 |       202.03 |      20408.0 |          0.0010 |
|      15 |        2200 |       01:00:34 |       294.11 |      43251.1 |          0.0010 |
|      15 |        2250 |       01:01:58 |       261.67 |      34236.3 |          0.0010 |
|      15 |        2300 |       01:03:22 |       204.91 |      20993.5 |          0.0010 |
|      16 |        2350 |       01:04:50 |       207.51 |      21530.2 |          0.0010 |
|      16 |        2400 |       01:06:13 |       214.73 |      23054.3 |          0.0010 |
|      16 |        2450 |       01:07:35 |       222.45 |      24742.3 |          0.0010 |
|      17 |        2500 |       01:08:57 |       217.49 |      23651.1 |          0.0010 |
|      17 |        2550 |       01:10:20 |       147.43 |      10867.4 |          0.0010 |
|      17 |        2600 |       01:11:42 |       208.23 |      21679.8 |          0.0010 |
|      17 |        2650 |       01:13:04 |       177.77 |      15800.9 |          0.0010 |
|      18 |        2700 |       01:14:26 |       143.82 |      10342.4 |          0.0010 |
|      18 |        2750 |       01:15:49 |       173.82 |      15106.1 |          0.0010 |
|      18 |        2800 |       01:17:13 |       152.39 |      11611.6 |          0.0010 |
|      19 |        2850 |       01:18:35 |       159.03 |      12645.4 |          0.0010 |
|      19 |        2900 |       01:19:57 |       112.47 |       6325.2 |          0.0010 |
|      19 |        2950 |       01:21:19 |       159.37 |      12698.6 |          0.0010 |
|      20 |        3000 |       01:22:42 |       176.58 |      15590.6 |          0.0010 |
|      20 |        3050 |       01:24:05 |       154.82 |      11984.4 |          0.0010 |
|      20 |        3100 |       01:25:29 |       130.35 |       8495.4 |          0.0010 |
|      21 |        3150 |       01:26:51 |       147.65 |      10899.6 |          0.0010 |
|      21 |        3200 |       01:28:13 |       153.77 |      11823.4 |          0.0010 |
|      21 |        3250 |       01:29:35 |       129.13 |       8337.0 |          0.0010 |
|      22 |        3300 |       01:30:57 |       121.29 |       7355.3 |          0.0010 |
|      22 |        3350 |       01:32:21 |       156.64 |      12267.3 |          0.0010 |
|      22 |        3400 |       01:33:43 |       134.19 |       9003.3 |          0.0010 |
|      23 |        3450 |       01:35:05 |       150.39 |      11308.5 |          0.0010 |
|      23 |        3500 |       01:36:28 |       155.20 |      12044.3 |          0.0010 |
|      23 |        3550 |       01:37:50 |       143.07 |      10235.2 |          0.0010 |
|      24 |        3600 |       01:39:12 |       157.65 |      12426.5 |          0.0010 |
|      24 |        3650 |       01:40:34 |       140.39 |       9854.3 |          0.0010 |
|      24 |        3700 |       01:41:58 |       137.77 |       9490.8 |          0.0010 |
|      25 |        3750 |       01:43:21 |       148.12 |      10969.3 |          0.0010 |
|      25 |        3800 |       01:44:45 |       157.44 |      12393.9 |          0.0010 |
|      25 |        3850 |       01:46:07 |       133.46 |       8905.8 |          0.0010 |
|      25 |        3900 |       01:47:30 |       122.63 |       7519.6 |          0.0010 |
|      26 |        3950 |       01:48:52 |       120.76 |       7291.2 |          0.0010 |
|      26 |        4000 |       01:50:14 |       108.39 |       5874.0 |          0.0010 |
|      26 |        4050 |       01:51:36 |       138.50 |       9591.1 |          0.0010 |
|      27 |        4100 |       01:52:57 |       100.65 |       5065.6 |          0.0010 |
|      27 |        4150 |       01:54:19 |       136.56 |       9324.3 |          0.0010 |
|      27 |        4200 |       01:55:43 |       118.54 |       7026.3 |          0.0010 |
|      28 |        4250 |       01:57:06 |       122.57 |       7511.5 |          0.0010 |
|      28 |        4300 |       01:58:30 |       150.77 |      11365.9 |          0.0010 |
|      28 |        4350 |       01:59:53 |       138.85 |       9640.0 |          0.0010 |
|      29 |        4400 |       02:01:16 |       111.54 |       6220.9 |          0.0010 |
|      29 |        4450 |       02:02:36 |       105.42 |       5556.2 |          0.0010 |
|      29 |        4500 |       02:04:00 |       108.05 |       5837.4 |          0.0010 |
|      30 |        4550 |       02:05:23 |       146.77 |      10770.5 |          0.0010 |
|      30 |        4600 |       02:06:46 |       145.96 |      10652.7 |          0.0010 |
|      30 |        4650 |       02:08:08 |        86.99 |       3784.0 |          0.0010 |
|      31 |        4700 |       02:09:37 |        92.96 |       4321.0 |          0.0010 |
|      31 |        4750 |       02:11:01 |       145.03 |      10516.7 |          0.0010 |
|      31 |        4800 |       02:12:24 |       132.62 |       8793.8 |          0.0010 |
|      32 |        4850 |       02:13:47 |       159.18 |      12669.0 |          0.0010 |
|      32 |        4900 |       02:15:07 |       130.46 |       8509.3 |          0.0010 |
|      32 |        4950 |       02:16:28 |       113.33 |       6421.8 |          0.0010 |
|      33 |        5000 |       02:17:49 |       150.36 |      11303.7 |          0.0010 |
|      33 |        5050 |       02:19:11 |       132.13 |       8729.7 |          0.0010 |
|      33 |        5100 |       02:20:34 |       149.42 |      11163.5 |          0.0010 |
|      34 |        5150 |       02:21:58 |       175.18 |      15344.1 |          0.0010 |
|      34 |        5200 |       02:23:22 |       172.54 |      14885.3 |          0.0010 |
|      34 |        5250 |       02:24:45 |       161.60 |      13057.8 |          0.0010 |
|      34 |        5300 |       02:26:08 |       114.41 |       6544.7 |          0.0010 |
|      35 |        5350 |       02:27:31 |       143.68 |      10321.8 |          0.0010 |
|      35 |        5400 |       02:28:54 |       111.05 |       6166.2 |          0.0010 |
|      35 |        5450 |       02:30:17 |       108.86 |       5925.8 |          0.0010 |
|      36 |        5500 |       02:31:41 |        80.22 |       3217.8 |          0.0010 |
|      36 |        5550 |       02:33:03 |       180.78 |      16339.9 |          0.0010 |
|      36 |        5600 |       02:34:24 |       127.30 |       8102.4 |          0.0010 |
|      37 |        5650 |       02:35:43 |       106.90 |       5713.7 |          0.0010 |
|      37 |        5700 |       02:37:00 |       115.78 |       6702.2 |          0.0010 |
|      37 |        5750 |       02:38:16 |        68.27 |       2330.3 |          0.0010 |
|      38 |        5800 |       02:39:34 |        88.74 |       3937.5 |          0.0010 |
|      38 |        5850 |       02:40:52 |       116.85 |       6827.4 |          0.0010 |
|      38 |        5900 |       02:42:10 |       111.82 |       6251.9 |          0.0010 |
|      39 |        5950 |       02:43:29 |       110.80 |       6138.1 |          0.0010 |
|      39 |        6000 |       02:44:46 |        76.20 |       2903.5 |          0.0010 |
|      39 |        6050 |       02:46:04 |        90.66 |       4109.3 |          0.0010 |
|      40 |        6100 |       02:47:23 |       108.93 |       5933.2 |          0.0010 |
|      40 |        6150 |       02:48:42 |       120.32 |       7238.5 |          0.0010 |
|      40 |        6200 |       02:50:01 |       124.22 |       7715.0 |          0.0010 |
|      41 |        6250 |       02:51:19 |        60.70 |       1842.2 |          0.0010 |
|      41 |        6300 |       02:52:36 |       109.09 |       5950.3 |          0.0010 |
|      41 |        6350 |       02:53:54 |       153.55 |      11788.6 |          0.0010 |
|      42 |        6400 |       02:55:12 |       111.79 |       6248.7 |          0.0010 |
|      42 |        6450 |       02:56:30 |        67.65 |       2288.4 |          0.0010 |
|      42 |        6500 |       02:57:47 |       115.10 |       6623.5 |          0.0010 |
|      42 |        6550 |       02:59:05 |       125.78 |       7910.7 |          0.0010 |
|      43 |        6600 |       03:00:23 |        69.04 |       2383.5 |          0.0010 |
|      43 |        6650 |       03:01:40 |       114.78 |       6587.5 |          0.0010 |
|      43 |        6700 |       03:02:59 |       101.19 |       5119.6 |          0.0010 |
|      44 |        6750 |       03:04:17 |       106.89 |       5712.6 |          0.0010 |
|      44 |        6800 |       03:05:36 |        66.52 |       2212.7 |          0.0010 |
|      44 |        6850 |       03:06:55 |        98.49 |       4850.1 |          0.0010 |
|      45 |        6900 |       03:08:14 |       114.08 |       6507.0 |          0.0010 |
|      45 |        6950 |       03:09:32 |        89.17 |       3976.0 |          0.0010 |
|      45 |        7000 |       03:10:50 |        76.31 |       2911.3 |          0.0010 |
|      46 |        7050 |       03:12:10 |       117.37 |       6887.6 |          0.0010 |
|      46 |        7100 |       03:13:29 |       149.76 |      11214.2 |          0.0010 |
|      46 |        7150 |       03:14:52 |       130.34 |       8494.7 |          0.0010 |
|      47 |        7200 |       03:16:12 |       155.93 |      12157.3 |          0.0010 |
|      47 |        7250 |       03:17:31 |       164.09 |      13463.0 |          0.0010 |
|      47 |        7300 |       03:18:49 |       178.84 |      15991.2 |          0.0010 |
|      48 |        7350 |       03:20:09 |       146.76 |      10769.9 |          0.0010 |
|      48 |        7400 |       03:21:29 |       152.06 |      11560.7 |          0.0010 |
|      48 |        7450 |       03:22:48 |       133.87 |       8960.8 |          0.0010 |
|      49 |        7500 |       03:24:06 |       137.66 |       9475.5 |          0.0010 |
|      49 |        7550 |       03:25:25 |        86.98 |       3782.8 |          0.0010 |
|      49 |        7600 |       03:26:45 |       111.42 |       6207.3 |          0.0010 |
|      50 |        7650 |       03:28:03 |       102.01 |       5203.3 |          0.0010 |
|      50 |        7700 |       03:29:20 |       123.28 |       7599.3 |          0.0010 |
|      50 |        7750 |       03:30:38 |       108.76 |       5914.1 |          0.0010 |
|      50 |        7800 |       03:31:55 |       113.48 |       6438.8 |          0.0010 |
|      51 |        7850 |       03:33:13 |       111.70 |       6238.2 |          0.0010 |
|      51 |        7900 |       03:34:32 |        64.33 |       2069.0 |          0.0010 |
|      51 |        7950 |       03:35:51 |       130.69 |       8540.5 |          0.0010 |
|      52 |        8000 |       03:37:10 |        67.48 |       2276.6 |          0.0010 |
|      52 |        8050 |       03:38:28 |        99.91 |       4991.0 |          0.0010 |
|      52 |        8100 |       03:39:46 |        73.38 |       2691.9 |          0.0010 |
|      53 |        8150 |       03:41:05 |        89.22 |       3979.8 |          0.0010 |
|      53 |        8200 |       03:42:24 |        70.35 |       2474.7 |          0.0010 |
|      53 |        8250 |       03:43:44 |        97.78 |       4780.0 |          0.0010 |
|      54 |        8300 |       03:45:03 |       103.91 |       5398.9 |          0.0010 |
|      54 |        8350 |       03:46:21 |        60.41 |       1824.7 |          0.0010 |
|      54 |        8400 |       03:47:38 |        46.47 |       1079.7 |          0.0010 |
|      55 |        8450 |       03:48:56 |       122.64 |       7520.6 |          0.0010 |
|      55 |        8500 |       03:50:11 |        88.65 |       3929.0 |          0.0010 |
|      55 |        8550 |       03:51:28 |        57.75 |       1667.5 |          0.0010 |
|      56 |        8600 |       03:52:45 |        50.96 |       1298.7 |          0.0010 |
|      56 |        8650 |       03:54:02 |       104.95 |       5507.0 |          0.0010 |
|      56 |        8700 |       03:55:20 |        82.43 |       3397.5 |          0.0010 |
|      57 |        8750 |       03:56:37 |        70.63 |       2494.5 |          0.0010 |
|      57 |        8800 |       03:57:54 |        85.47 |       3652.8 |          0.0010 |
|      57 |        8850 |       03:59:12 |        76.85 |       2952.6 |          0.0010 |
|      58 |        8900 |       04:00:30 |        99.03 |       4903.5 |          0.0010 |
|      58 |        8950 |       04:01:49 |       117.40 |       6891.8 |          0.0010 |
|      58 |        9000 |       04:03:08 |        86.13 |       3709.3 |          0.0010 |
|      59 |        9050 |       04:04:25 |       113.91 |       6487.8 |          0.0010 |
|      59 |        9100 |       04:05:45 |       106.37 |       5657.2 |          0.0010 |
|      59 |        9150 |       04:07:05 |       111.24 |       6186.6 |          0.0010 |
|      59 |        9200 |       04:08:24 |        97.71 |       4773.8 |          0.0010 |
|      60 |        9250 |       04:09:43 |       122.65 |       7521.7 |          0.0010 |
|      60 |        9300 |       04:11:02 |        90.89 |       4130.4 |          0.0010 |
|      60 |        9350 |       04:12:21 |        73.24 |       2682.1 |          0.0010 |
|      61 |        9400 |       04:13:40 |        69.43 |       2410.6 |          0.0010 |
|      61 |        9450 |       04:14:59 |        96.48 |       4653.9 |          0.0010 |
|      61 |        9500 |       04:16:19 |       104.51 |       5461.4 |          0.0010 |
|      62 |        9550 |       04:17:39 |       100.25 |       5024.8 |          0.0010 |
|      62 |        9600 |       04:18:59 |        88.34 |       3901.7 |          0.0010 |
|      62 |        9650 |       04:20:23 |        78.46 |       3078.1 |          0.0010 |
|      63 |        9700 |       04:21:43 |       141.41 |       9997.7 |          0.0010 |
|      63 |        9750 |       04:23:02 |       177.44 |      15742.0 |          0.0010 |
|      63 |        9800 |       04:24:21 |       158.33 |      12534.6 |          0.0010 |
|      64 |        9850 |       04:25:39 |       137.99 |       9520.8 |          0.0010 |
|      64 |        9900 |       04:26:56 |       105.04 |       5516.7 |          0.0010 |
|      64 |        9950 |       04:28:14 |       115.24 |       6640.5 |          0.0010 |
|      65 |       10000 |       04:29:32 |       132.70 |       8804.8 |          0.0010 |
|      65 |       10050 |       04:30:50 |       129.57 |       8393.9 |          0.0010 |
|      65 |       10100 |       04:32:07 |       122.31 |       7480.2 |          0.0010 |
|      66 |       10150 |       04:33:25 |        84.70 |       3587.1 |          0.0010 |
|      66 |       10200 |       04:34:43 |       119.07 |       7088.6 |          0.0010 |
|      66 |       10250 |       04:36:02 |       150.82 |      11373.1 |          0.0010 |
|      67 |       10300 |       04:37:19 |       102.76 |       5279.5 |          0.0010 |
|      67 |       10350 |       04:38:37 |        64.15 |       2057.4 |          0.0010 |
|      67 |       10400 |       04:39:55 |       124.07 |       7696.5 |          0.0010 |
|      67 |       10450 |       04:41:12 |       139.72 |       9760.4 |          0.0010 |
|      68 |       10500 |       04:42:28 |        61.55 |       1894.4 |          0.0010 |
|      68 |       10550 |       04:43:45 |       132.73 |       8808.6 |          0.0010 |
|      68 |       10600 |       04:45:02 |       105.92 |       5610.0 |          0.0010 |
|      69 |       10650 |       04:46:18 |        89.86 |       4037.5 |          0.0010 |
|      69 |       10700 |       04:47:35 |        96.40 |       4646.9 |          0.0010 |
|      69 |       10750 |       04:48:52 |        50.34 |       1267.1 |          0.0010 |
|      70 |       10800 |       04:50:10 |       103.33 |       5339.1 |          0.0010 |
|      70 |       10850 |       04:51:28 |        50.81 |       1291.0 |          0.0010 |
|      70 |       10900 |       04:52:45 |        53.31 |       1420.9 |          0.0010 |
|      71 |       10950 |       04:54:02 |        84.66 |       3583.6 |          0.0010 |
|      71 |       11000 |       04:55:19 |        52.50 |       1377.9 |          0.0010 |
|      71 |       11050 |       04:56:37 |        43.79 |        958.8 |          0.0010 |
|      72 |       11100 |       04:57:55 |        76.73 |       2943.4 |          0.0010 |
|      72 |       11150 |       04:59:15 |        93.07 |       4330.8 |          0.0010 |
|      72 |       11200 |       05:00:30 |        60.10 |       1806.2 |          0.0010 |
|      73 |       11250 |       05:01:48 |        87.36 |       3816.2 |          0.0010 |
|      73 |       11300 |       05:03:06 |       103.03 |       5307.2 |          0.0010 |
|      73 |       11350 |       05:04:23 |       100.50 |       5050.5 |          0.0010 |
|      74 |       11400 |       05:05:41 |        96.17 |       4623.9 |          0.0010 |
|      74 |       11450 |       05:07:01 |        61.86 |       1913.6 |          0.0010 |
|      74 |       11500 |       05:08:20 |       126.48 |       7999.1 |          0.0010 |
|      75 |       11550 |       05:09:39 |        87.51 |       3829.0 |          0.0010 |
|      75 |       11600 |       05:10:56 |       110.46 |       6100.3 |          0.0010 |
|      75 |       11650 |       05:12:15 |        62.42 |       1947.8 |          0.0010 |
|      75 |       11700 |       05:13:34 |        82.47 |       3401.0 |          0.0010 |
|      76 |       11750 |       05:14:54 |        94.91 |       4503.5 |          0.0010 |
|      76 |       11800 |       05:16:13 |        61.91 |       1916.6 |          0.0010 |
|      76 |       11850 |       05:17:33 |       125.73 |       7904.5 |          0.0010 |
|      77 |       11900 |       05:18:52 |        71.79 |       2576.6 |          0.0010 |
|      77 |       11950 |       05:20:11 |        81.64 |       3332.5 |          0.0010 |
|      77 |       12000 |       05:21:31 |        53.80 |       1447.1 |          0.0010 |
|      78 |       12050 |       05:22:49 |        47.44 |       1125.2 |          0.0010 |
|      78 |       12100 |       05:24:07 |        64.56 |       2084.2 |          0.0010 |
|      78 |       12150 |       05:25:25 |        91.89 |       4221.8 |          0.0010 |
|      79 |       12200 |       05:26:40 |        81.09 |       3287.7 |          0.0010 |
|      79 |       12250 |       05:27:58 |        60.26 |       1815.6 |          0.0010 |
|      79 |       12300 |       05:29:14 |       105.81 |       5598.3 |          0.0010 |
|      80 |       12350 |       05:30:29 |       139.12 |       9676.6 |          0.0010 |
|      80 |       12400 |       05:31:47 |       143.77 |      10335.5 |          0.0010 |
|      80 |       12450 |       05:33:02 |       101.43 |       5143.7 |          0.0010 |
|      80 |       12480 |       05:33:48 |       118.85 |       7062.7 |          0.0010 |
|========================================================================================|
